Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score,team_size_grown,Investors_count
10,1,2011.0,3.0,338.0,59,96,12,-2,0,17,85,175000.0,21,2,22.0,0.0,2.0,0.0,2.0,10.0,1,2.0,1,1,0,1,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,1,0,1,21.0,19,1,1,2,500.0,0,1.0,0.0,0.0,1,3.0,1,19.0,2,2,0,0,1,1,0,0,1,0,0,0,1,431282.0,1,0,1,2.0,1,0.0,3.333333333,19,1,6.0,6.483333333,4,1,20.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,22.0
11,1,2010.0,4.0,-46.0,56,128,31,-21,0,16,7,6379489.0,21,2,1.0,0.0,1.0,0.0,3.0,10.0,0,0.0,2,0,2,1,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,21.0,88,1,1,1,500.0,0,0.0,0.0,0.0,1,21.0,1,25.0,2,0,1,0,1,1,0,1,0,0,0,0,1,1370603.0,1,1,0,5.0,0,0.0,2.0,45,1,12.0,1.242857143,2,1,11.76470588,0.0,29.41176471,29.41176471,0.0,0.0,17.64705882,5.882352941,5.882352941,0.0,0.0,0.0,0.0,0.0,7.0,0,1.0
13,1,2010.0,4.0,16.0,88,285,4,6,0,93,224,6379489.0,21,2,1.0,0.0,0.0,0.0,3.0,10.0,0,0.0,3,0,2,1,0,0,1,2,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,2,1,21.0,92,1,1,1,500.0,0,0.0,0.0,0.0,1,1.0,1,22.0,2,2,0,0,1,1,0,0,1,0,0,0,1,12799600.0,1,1,0,3.0,2,0.0,12.0,48,1,2.0,2.0,2,1,16.66666667,5.555555556,0.0,38.88888889,5.555555556,16.66666667,11.11111111,0.0,5.555555556,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
14,1,2010.0,4.0,361.0,77,164,8,2,0,155,63,500000.0,21,2,3.0,1.0,2.0,1.0,5.0,10.0,0,0.0,1,0,1,0,0,0,0,0,1,1,1,1,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,2,1,2,0,18.0,42,1,1,1,500.0,0,0.0,0.0,0.0,1,0.0,1,13.0,2,2,1,0,1,1,0,1,1,0,0,0,0,91162.0,0,1,0,3.0,2,5.0,2.0,29,1,4.0,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
15,1,2012.0,2.0,98.0,75,153,17,-3,0,62,39,6379489.0,21,2,5.0,0.0,3.0,4.0,4.0,14.0,0,0.0,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,21.0,79,1,1,2,500.0,0,0.0,0.0,0.0,0,28.0,1,57.5,0,2,1,0,1,2,1,1,1,0,0,0,1,1752170.0,1,1,0,4.0,0,0.0,7.0,48,1,6.0,6.0,4,1,8.088235294,6.25,21.69117647,3.921568627,6.25,6.004901961,4.166666667,4.044117647,6.25,0.0,0.0,0.0,0.0,0.0,6.0,0,5.0
16,1,2010.0,4.0,0.0,88,293,31,-16,0,16,7,6379489.0,21,2,4.0,0.0,0.0,0.0,3.0,15.0,0,0.0,2,0,2,1,1,0,0,1,1,0,1,0,0,3,1,1,0,0,0,0,1,1,0,0,1,1,1,0,2,0,1,0,1,2,1,21.0,71,1,1,2,500.0,1,0.0,0.0,0.0,0,0.0,1,23.5,2,2,1,0,1,1,1,1,1,0,0,0,1,544030.0,1,0,0,3.0,2,0.0,3.0,48,1,12.0,12.0,3,1,5.555555556,0.0,5.555555556,5.555555556,5.555555556,16.66666667,11.11111111,5.555555556,5.555555556,0.0,0.0,0.0,27.77777778,11.11111111,0.0,0,4.0
17,1,2012.0,2.0,161.0,59,301,21,29,0,19,64,1100000.0,21,2,8.0,0.0,0.0,0.0,4.0,50.0,0,0.0,1,1,0,0,0,0,1,1,1,2,1,0,0,3,1,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0,2,2,1,0,1,21.0,48,1,1,1,500.0,0,0.0,0.0,1.0,2,2.0,1,25.0,2,2,1,0,1,2,0,0,1,0,0,0,1,6864799.0,1,1,0,3.0,2,0.0,12.0,51,1,10.0,10.0,3,2,11.76470588,0.0,5.882352941,0.0,5.882352941,5.882352941,47.05882353,0.0,5.882352941,5.882352941,0.0,5.882352941,0.0,5.882352941,4.0,1,8.0
18,1,2009.0,5.0,230.0,59,62,8,3,0,13,87,650000.0,21,2,6.0,2.0,1.0,2.0,4.0,11.0,0,0.0,1,1,0,0,0,0,0,0,1,2,1,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2,2,1,1,0,18.0,25,1,1,1,500.0,1,0.0,1.0,0.0,1,1.0,1,16.5,2,2,1,0,2,1,0,0,1,0,0,0,1,64262.0,1,1,1,3.0,2,0.0,2.75,38,1,1.0,12.0,3,2,6.25,0.0,81.25,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,6.0
19,1,2013.0,1.0,0.0,75,285,31,-21,0,22,7,6379489.0,21,2,1.0,0.0,0.0,0.0,3.0,10.0,0,0.0,1,1,0,1,1,0,1,1,1,2,1,0,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,2,1,1,0,18.0,38,0,1,2,500.0,0,0.0,0.0,0.0,2,0.0,1,6.5,2,2,1,0,1,1,0,1,0,0,0,1,1,1058457.0,1,0,0,0.0,1,0.0,19.0,24,1,5.0,6.0,0,2,0.0,0.0,28.57142857,0.0,0.0,71.42857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
20,1,2011.0,3.0,528.0,61,116,12,-7,0,55,58,750000.0,21,2,3.0,0.0,0.0,4.0,4.0,5.0,0,0.0,1,0,2,1,1,0,1,1,1,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,1,0,1,21.0,76,1,1,1,500.0,0,0.0,0.0,0.0,2,8.0,1,14.5,2,2,1,0,1,1,0,1,1,0,0,1,1,194733.0,1,1,0,4.0,0,0.0,4.0,41,1,24.0,6.0,4,1,0.0,0.0,9.090909091,36.36363636,0.0,9.090909091,27.27272727,9.090909091,0.0,9.090909091,0.0,0.0,0.0,0.0,5.0,0,3.0
21,1,2009.0,5.0,512.0,75,247,14,36,0,13,60,17000000.0,21,2,0.0,3.0,3.0,0.0,4.0,50.0,0,0.0,0,0,1,0,0,1,1,2,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,18.0,4,0,1,1,500.0,0,0.0,0.0,0.0,1,1.0,1,19.5,2,2,1,0,1,1,1,0,1,0,0,0,0,263431.0,1,0,0,2.0,1,0.0,4.0,74,1,45.0,11.51666667,4,1,0.0,0.0,38.88888889,0.0,0.0,8.333333333,2.777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0.0
22,1,2005.0,9.0,78.0,14,232,32,-22,0,105,234,10000000.0,21,2,0.0,3.0,2.0,7.0,5.0,10.0,0,3.0,2,0,2,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,18.0,25,1,1,2,500.0,0,0.0,0.0,0.0,2,0.0,1,35.0,0,2,1,0,1,1,0,0,1,0,0,0,0,709728.0,0,0,0,3.0,2,0.0,4.0,62,1,70.0,10.03333333,0,2,2.777777778,11.11111111,77.77777778,0.0,0.0,0.0,8.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
24,1,2008.0,6.0,150.0,56,242,22,-4,0,26,255,3500000.0,21,2,1.0,1.0,2.0,1.0,8.0,18.0,0,0.0,0,0,2,1,1,0,0,1,0,2,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,1,2,0,18.0,75,1,1,2,500.0,0,0.0,0.0,0.0,1,0.0,1,17.0,0,1,1,0,1,1,1,0,1,0,0,0,1,29452.0,1,0,0,3.0,2,5.0,4.0,99,1,12.0,20.0,3,1,7.692307692,0.0,0.0,3.846153846,0.0,0.0,15.38461538,0.0,7.692307692,11.53846154,0.0,0.0,0.0,3.846153846,5.0,0,1.0
25,1,2012.0,2.0,129.0,56,215,16,-1,0,140,48,1700000.0,21,2,0.0,4.0,0.0,0.0,7.0,15.0,0,0.0,1,0,1,1,0,0,0,1,0,1,1,0,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,2,1,1,0,18.0,47,1,1,2,500.0,1,0.0,0.0,0.0,1,1.0,1,22.0,0,2,1,0,1,1,0,0,1,1,0,0,1,297388.0,1,0,0,3.0,2,0.0,7.5,58,1,15.0,15.0,1,1,0.0,0.0,0.0,69.23076923,0.0,0.0,15.38461538,0.0,0.0,15.38461538,0.0,0.0,0.0,0.0,5.0,0,0.0
26,1,2010.0,4.0,-4.0,76,105,12,38,0,15,203,7000000.0,21,2,1.0,4.0,1.0,0.0,4.0,50.0,0,0.0,1,0,2,1,1,0,0,1,0,1,1,1,0,3,1,1,1,0,0,0,1,1,0,0,1,1,0,0,2,0,1,0,1,2,0,18.0,38,1,1,2,500.0,0,0.0,0.0,0.0,1,0.0,1,23.0,2,2,1,0,1,1,0,0,1,0,0,0,0,245871.0,0,1,0,3.0,2,0.0,3.0,130,1,6.0,9.233333333,3,1,11.11111111,0.0,0.0,27.77777778,0.0,11.11111111,22.22222222,0.0,11.11111111,16.66666667,0.0,0.0,0.0,0.0,7.0,1,1.0
27,1,2011.0,3.0,29.0,100,229,5,0,0,148,262,6379489.0,21,2,0.0,2.0,0.0,4.0,2.0,5.0,0,0.0,1,0,0,1,1,0,1,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,2,0,18.0,37,1,1,1,500.0,0,0.0,0.0,0.0,2,12.0,1,43.5,1,2,1,0,1,1,1,0,1,0,0,0,1,2134030.0,1,1,0,3.0,2,0.0,3.0,48,1,1.0,12.0,1,1,8.333333333,2.777777778,25.0,8.333333333,0.0,2.777777778,27.77777778,8.333333333,5.555555556,5.555555556,0.0,0.0,2.777777778,2.777777778,7.0,0,0.0
28,1,2010.0,4.0,-68.0,88,188,35,15,0,15,14,11000000.0,21,2,0.0,9.0,3.0,7.0,7.0,50.0,0,1.0,0,0,1,1,1,0,0,1,0,2,1,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,2,25.0,14,1,1,1,500.0,0,0.0,0.0,0.0,0,12.0,1,23.0,0,2,1,0,1,2,1,1,1,0,0,0,1,1842172.0,1,1,0,4.0,2,0.0,10.0,64,1,12.0,6.233333333,1,1,11.11111111,0.0,50.0,0.0,0.0,16.66666667,5.555555556,5.555555556,5.555555556,5.555555556,0.0,0.0,0.0,0.0,9.0,1,0.0
29,1,2011.0,3.0,266.0,75,140,37,-26,0,17,16,35000000.0,21,2,0.0,21.0,2.0,0.0,4.0,11.0,0,1.0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,2,25.0,105,1,1,1,500.0,0,1.0,0.0,0.0,0,3.0,0,53.0,0,2,1,0,1,2,1,0,1,0,0,0,1,226890.0,0,1,1,3.0,2,0.0,13.0,106,1,12.0,10.27777778,3,1,5.882352941,0.0,39.4335512,1.960784314,1.960784314,3.812636166,3.812636166,1.960784314,3.921568627,1.960784314,0.0,0.0,0.0,1.960784314,5.0,0,0.0
30,1,2011.0,3.0,70.0,59,302,9,1,0,17,130,50000.0,21,2,0.0,4.0,5.0,0.0,6.0,10.0,0,0.0,1,0,0,1,1,1,1,1,1,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,21.0,43,1,1,1,25.0,0,0.0,0.0,0.0,0,0.0,1,36.0,0,2,1,0,1,1,0,1,1,0,0,1,1,4910627.0,1,1,0,3.0,2,0.0,4.0,8,1,12.0,5.355555556,3,1,0.0,0.0,41.66666667,0.0,0.0,2.777777778,2.777777778,0.0,0.0,0.0,0.0,0.0,2.777777778,0.0,0.0,1,0.0
31,1,2006.0,8.0,113.0,56,171,138,-8,2,7,41,9400000.0,21,2,0.0,2.0,1.0,7.0,9.0,130.0,0,2.0,2,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,2,0,2,2,1,1,0,18.0,99,1,1,2,500.0,0,0.0,0.0,0.0,2,0.0,1,0.0,0,2,1,0,1,1,0,1,1,0,0,1,0,408646.0,1,1,0,4.0,2,8.0,15.0,138,1,12.0,18.1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
32,1,2011.0,3.0,147.0,59,16,11,4,0,83,97,1700000.0,21,2,0.0,2.0,2.0,0.0,3.0,15.0,0,0.0,3,0,1,1,1,0,0,0,1,2,1,0,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,0,2,0,1,0,1,0,1,21.0,52,1,1,1,500.0,2,0.0,0.0,0.0,2,0.0,1,14.0,2,2,1,0,1,2,0,0,1,0,0,0,1,1046310.0,1,1,0,3.0,2,0.0,4.0,58,1,12.0,4.3,4,1,16.66666667,0.0,8.333333333,8.333333333,0.0,0.0,41.66666667,0.0,8.333333333,0.0,0.0,8.333333333,0.0,8.333333333,4.0,1,0.0
33,1,2012.0,2.0,62.0,75,89,16,34,0,20,8,6379489.0,21,2,0.0,1.0,1.0,0.0,5.0,50.0,0,0.0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,18.0,99,1,1,2,500.0,2,0.0,0.0,0.0,2,0.0,1,0.0,0,0,1,0,1,2,0,0,0,0,0,0,0,2352334.0,1,1,0,4.0,0,0.0,12.0,48,1,6.0,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
35,1,1999.0,15.0,150.0,91,66,178,-3,2,0,248,6100000.0,21,2,0.0,2.0,0.0,0.0,10.0,175.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,1,0,1,0,0,0,1,0,1,1,1,1,0,2,0,1,0,1,0,1,21.0,19,1,1,1,439.0,1,0.0,0.0,0.0,2,0.0,0,13.5,0,2,1,0,2,2,0,0,1,0,0,0,1,1085205.0,1,1,0,3.0,2,0.0,18.0,125,1,120.0,5.344444444,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0
36,1,2008.0,6.0,429.0,59,290,73,2,0,11,110,16000000.0,21,2,0.0,11.0,0.0,0.0,6.0,75.0,0,3.0,0,0,2,1,1,0,0,1,1,0,1,0,0,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,1,2,2,1,2,1,21.0,52,1,1,1,500.0,0,0.0,0.0,0.0,2,0.0,1,26.0,0,2,1,0,1,2,0,1,1,1,0,0,0,28190.0,1,1,0,4.0,2,2.0,14.0,73,1,12.0,7.306666667,3,2,10.0,0.0,15.0,15.0,0.0,10.0,30.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,1,6.0
37,1,2006.0,8.0,-385.0,59,92,118,2,2,47,159,13000000.0,21,2,0.0,6.0,2.0,0.0,12.0,120.0,0,1.0,1,0,2,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,2,0,1,0,1,0,1,21.0,36,1,1,1,500.0,0,0.0,0.0,0.0,0,2.0,1,24.5,0,2,1,0,1,2,1,1,1,1,0,0,2,211794.0,1,1,0,3.0,2,2.0,15.0,68,1,20.0,5.777777778,3,2,8.823529412,0.0,2.941176471,8.823529412,2.941176471,5.882352941,8.823529412,0.0,11.76470588,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
38,1,2012.0,2.0,96.0,88,30,10,6,0,130,216,6379489.0,0,3,0.0,2.0,3.0,3.0,4.0,16.0,0,0.0,1,0,1,1,1,0,1,1,1,2,1,0,1,3,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2,0,1,2,1,2,0,18.0,99,1,1,2,500.0,2,0.0,0.0,0.0,2,0.0,1,7.5,0,2,1,0,1,1,0,0,1,0,0,0,1,1603864.0,1,1,0,4.0,0,0.0,16.0,48,1,1.0,1.0,1,1,25.0,0.0,37.5,0.0,0.0,25.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0
39,1,2010.0,4.0,81.0,27,87,22,1,0,33,120,2000000.0,21,2,0.0,2.0,1.0,0.0,8.0,23.0,0,0.0,1,0,2,1,1,0,0,1,1,2,1,2,0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,2,0,18.0,6,1,1,2,448.0,0,0.0,0.0,0.0,1,0.0,1,21.0,0,2,1,0,1,1,1,0,1,0,0,0,1,731564.0,1,0,0,3.0,2,4.0,7.6,78,1,1.0,7.45,2,1,11.11111111,5.555555556,16.66666667,5.555555556,22.22222222,11.11111111,11.11111111,5.555555556,5.555555556,0.0,0.0,0.0,0.0,5.555555556,2.0,1,2.0
40,1,2012.0,2.0,627.0,56,243,4,6,0,140,114,6379489.0,21,2,0.0,1.0,1.0,0.0,1.0,10.0,0,0.0,1,0,2,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,2,1,1,0,18.0,52,1,1,2,500.0,0,0.0,0.0,0.0,1,6.0,1,23.0,2,2,1,0,1,1,0,1,1,0,0,0,1,193129.0,0,1,0,3.0,2,0.0,10.0,48,1,8.0,8.0,2,0,0.0,0.0,0.0,76.47058824,0.0,17.64705882,0.0,0.0,5.882352941,0.0,0.0,0.0,0.0,0.0,4.0,1,1.0
41,0,2004.0,10.0,0.0,35,270,12,88,2,4,31,62500000.0,21,2,0.0,4.0,3.0,1.0,5.0,100.0,1,0.0,1,0,1,1,1,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,18.0,45,0,1,1,500.0,0,0.0,0.0,0.0,1,3.0,1,100.0,1,1,0,0,1,1,0,1,1,0,1,1,2,2518863.0,0,1,0,3.0,2,0.0,11.11,129,0,48.0,5.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0.0
42,0,2000.0,14.0,0.0,49,45,18,32,0,1,199,15000000.0,21,2,0.0,2.0,0.0,0.0,8.0,50.0,1,0.0,3,0,0,1,1,0,1,1,0,3,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,21.0,99,1,1,1,500.0,0,0.0,1.0,0.0,0,0.0,1,25.0,2,1,0,1,1,1,0,0,0,0,0,0,1,2518863.0,0,1,0,2.0,2,0.0,3.8,71,0,60.0,7.4,3,1,0.0,0.0,22.22222222,11.11111111,11.11111111,0.0,0.0,0.0,0.0,44.44444444,0.0,0.0,11.11111111,0.0,5.0,1,0.0
43,0,2004.0,10.0,-445.0,109,132,79,-69,2,36,221,5000000.0,21,2,0.0,12.0,1.0,0.0,6.0,10.0,1,0.0,0,1,1,1,1,0,0,1,1,2,0,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,1,21.0,18,1,1,2,500.0,0,1.0,0.0,0.0,1,1.0,1,200.0,1,1,0,0,1,1,0,0,1,0,0,1,1,483.0,0,0,0,3.0,2,28.0,1.1,119,1,12.0,17.58333333,0,1,12.5,3.125,12.5,9.375,18.75,3.125,21.875,6.25,0.0,9.375,0.0,0.0,0.0,3.125,1.0,0,0.0
44,0,2005.0,9.0,-91.0,124,133,3,27,0,5,147,25000000.0,21,2,0.0,3.0,3.0,0.0,5.0,30.0,1,0.0,3,0,2,0,0,0,1,1,0,2,1,0,0,3,0,1,1,1,0,0,1,0,0,0,1,0,0,1,2,1,0,0,1,1,2,25.0,103,1,1,1,16.0,1,0.0,0.0,0.0,2,0.0,1,0.0,1,1,1,0,1,1,0,0,1,0,0,0,1,545749.0,0,1,0,2.0,1,4.0,3.75,93,0,24.0,6.85,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
46,0,2009.0,5.0,-69.0,92,33,31,49,0,74,190,5000000.0,21,2,0.0,5.0,0.0,0.0,5.0,80.0,1,1.0,2,0,2,1,1,0,1,2,0,2,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,2,1,21.0,99,1,1,1,500.0,2,0.0,0.0,0.0,2,0.0,1,8.0,1,2,1,0,1,1,0,1,1,0,0,0,1,8990243.0,0,1,0,3.0,2,9.0,20.0,119,1,10.0,2.761111111,1,1,13.33333333,0.0,13.33333333,0.0,0.0,0.0,46.66666667,6.666666667,6.666666667,6.666666667,0.0,0.0,0.0,6.666666667,3.0,1,0.0
47,0,2005.0,9.0,-46.0,59,205,31,19,0,5,132,6379489.0,21,2,0.0,4.0,1.0,0.0,5.0,50.0,1,0.0,3,0,2,1,1,0,1,1,0,3,0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,21.0,99,1,1,1,500.0,0,0.0,0.0,0.0,2,0.0,1,25.0,1,1,1,0,1,1,0,0,1,0,0,0,1,8714861.0,0,1,0,2.0,1,0.0,6.25,87,1,24.0,5.05,3,1,11.76470588,0.0,5.882352941,23.52941176,0.0,0.0,17.64705882,11.76470588,5.882352941,23.52941176,0.0,0.0,0.0,0.0,3.0,1,1.0
48,0,2008.0,6.0,14.0,75,0,35,5,0,11,7,6379489.0,20,1,0.0,1.0,0.0,0.0,5.0,40.0,1,0.0,1,0,2,1,1,0,1,1,0,3,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,21.0,99,1,1,1,500.0,1,0.0,0.0,0.0,2,3.0,1,25.0,1,2,1,0,2,1,0,1,1,0,0,0,1,1989996.0,0,0,0,3.0,2,0.0,8.0,48,1,1.0,1.0,1,0,6.666666667,0.0,26.66666667,6.666666667,0.0,0.0,20.0,6.666666667,0.0,33.33333333,0.0,0.0,0.0,0.0,7.0,1,0.0
49,0,2012.0,2.0,16.0,92,0,1,9,0,19,7,6379489.0,21,2,0.0,1.0,1.0,0.0,1.0,10.0,1,0.0,3,0,2,0,0,0,1,1,0,3,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,18.0,112,0,0,2,500.0,1,0.0,0.0,0.0,2,0.0,1,25.0,1,1,1,1,1,1,0,0,0,0,0,0,1,3274502.0,0,1,0,2.0,1,0.0,10.0,48,1,1.0,1.0,1,1,11.11111111,11.11111111,5.555555556,5.555555556,0.0,5.555555556,27.77777778,5.555555556,22.22222222,5.555555556,0.0,0.0,0.0,0.0,3.0,1,0.0
50,0,2011.0,3.0,107.0,108,145,0,6,0,158,227,1000000.0,21,2,5.0,5.0,3.0,0.0,3.0,6.0,1,5.0,1,1,2,0,0,0,0,2,0,3,0,3,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,18.0,99,0,1,1,157.0,0,0.0,1.0,0.0,2,0.0,1,12.0,1,1,1,0,2,1,1,0,1,0,0,0,1,718025.0,0,0,1,3.0,2,0.0,3.0,48,1,3.0,2.711111111,1,0,1.960784314,0.0,46.0130719,0.0,0.0,4.444444444,1.960784314,8.104575163,0.0,4.183006536,0.0,0.0,0.0,0.0,2.0,1,10.0
51,0,2010.0,4.0,-77.0,17,240,19,-9,0,162,103,800000.0,21,2,9.0,2.0,3.0,0.0,5.0,10.0,1,0.0,1,0,1,0,0,0,0,1,0,2,0,2,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,2,1,2,2,0,1,0,18.0,119,0,0,1,500.0,1,0.0,0.0,0.0,2,0.0,1,4.0,1,1,1,1,1,1,0,0,0,0,0,0,1,3638146.0,0,1,0,2.0,1,1.0,3.3,44,1,14.0,7.1,3,1,9.206349206,0.0,20.0,0.0,2.380952381,2.380952381,4.761904762,4.444444444,4.761904762,6.825396825,0.0,2.380952381,4.761904762,4.761904762,3.0,0,9.0
